keyword,popularity,popularity_is_floor,difficulty,apps_count,source_apps_count,source_apps,top_category,fetched_at
代办,5,True,68,216,0,,expansion,1778848830.448778
代理,5,True,58,202,0,,expansion,1778847490.5751429
代购,5,True,74,202,0,,expansion,1778848830.4487748
以图搜图,5,True,45,190,0,,expansion,1778848589.385086
任务管理,5,True,65,221,0,,expansion,1778846296.926183
任务管理器,5,True,58,228,0,,expansion,1778846296.926189
企业版,5,True,50,208,0,,expansion,1778848487.2325928
会计师,5,True,51,192,0,,expansion,1778846654.654573
会议笔记,5,True,67,193,0,,expansion,1778846247.637863
体积换算,5,True,9,72,0,,expansion,1778846723.7645912
体育新闻,5,True,71,227,0,,expansion,1778847733.0581498
佛历,5,True,48,188,0,,expansion,1778848677.323096
使用教程,5,True,13,66,0,,expansion,1778848457.4617112
便条,5,True,63,219,0,,expansion,1778846147.347681
便条贴,5,True,39,37,0,,expansion,1778846273.999766
便笺Pro,5,True,54,220,0,,expansion,1778846273.9997902
便签Pro,5,True,48,217,0,,expansion,1778846273.999784
便签app排行,5,True,27,1,0,,expansion,1778848457.461855
便签mac,5,True,57,218,0,,expansion,1778846273.999795
便签widget,5,True,41,54,0,,expansion,1778846247.637876
便签小组件,5,True,46,125,0,,expansion,1778846247.637874
便签工具,5,True,51,206,0,,expansion,1778846194.293417
便签悬浮,5,True,11,10,0,,expansion,1778846247.637882
便签提醒,5,True,57,237,0,,expansion,1778846247.6378722
便签桌面,5,True,45,217,0,,expansion,1778846169.816888
便签桌面小组件,5,True,53,91,0,,expansion,1778846247.6378748
便签置顶,5,True,41,87,0,,expansion,1778846247.637881
便签软件,5,True,62,227,0,,expansion,1778846194.2934139
便签锁屏,5,True,45,64,0,,expansion,1778846247.637873
保养记录,5,True,38,205,0,,expansion,1778848279.2098188
保洁,5,True,70,204,0,,expansion,1778848830.448799
保险方案,5,True,7,13,0,,expansion,1778848830.448756
保险理赔,5,True,48,74,0,,expansion,1778848830.4487638
保险计算,5,True,29,94,0,,expansion,1778848830.4487529
信用卡管理,5,True,48,207,0,,expansion,1778847339.6762722
信用卡还款,5,True,55,140,0,,expansion,1778847339.67628
假期,5,True,44,188,0,,expansion,1778846366.1060312
做题,5,True,81,228,0,,expansion,1778846614.8730052
停车app,5,True,23,218,0,,expansion,1778847658.124321
傲游,5,True,54,202,0,,expansion,1778847454.886251
充电桩,5,True,48,169,0,,expansion,1778848798.408427
充电站,5,True,45,197,0,,expansion,1778848798.40843
免登录,5,True,23,20,0,,expansion,1778848431.710148
免费PPT,5,True,52,217,0,,expansion,1778849076.1998332
免费下载,5,True,84,239,0,,expansion,1778848487.232578
免费便签,5,True,62,240,0,,expansion,1778848360.0497448
免费待办,5,True,47,243,0,,expansion,1778848360.049752
免费笔记,5,True,73,239,0,,expansion,1778848360.049748
全平台,5,True,54,227,0,,expansion,1778848404.930197
全键盘输入,5,True,33,23,0,,expansion,1778848677.3228931
公交,5,True,61,102,0,,expansion,1778847582.281489
公交地铁,5,True,70,210,0,,expansion,1778847582.281502
公交查询,5,True,55,204,0,,expansion,1778847582.281496
公众号封面,5,True,36,17,0,,expansion,1778848107.197372
公务员,5,True,59,195,0,,expansion,1778846654.654562
公务员考试,5,True,56,205,0,,expansion,1778848735.814417
公历农历转换,5,True,14,7,0,,expansion,1778848677.323099
公积金计算器,5,True,53,210,0,,expansion,1778846723.764488
公积金贷款,5,True,61,146,0,,expansion,1778848895.509897
六级,5,True,76,219,0,,expansion,1778846574.241498
共享便签,5,True,34,27,0,,expansion,1778846194.29343
共享笔记,5,True,51,89,0,,expansion,1778846194.293429
养宠物,5,True,58,185,0,,expansion,1778848279.2098129
养老金,5,True,44,112,0,,expansion,1778847397.984791
冥想引导,5,True,51,228,0,,expansion,1778847252.580705
减肥日记,5,True,62,231,0,,expansion,1778847219.000947
减脂日记,5,True,49,208,0,,expansion,1778847219.000957
出入境,5,True,32,42,0,,expansion,1778848857.44481
出游,5,True,78,214,0,,expansion,1778847618.650744
初中生,5,True,61,230,0,,expansion,1778848589.385101
初中课本,5,True,55,212,0,,expansion,1778848619.484458
利息计算,5,True,45,209,0,,expansion,1778846723.764512
剑桥词典,5,True,59,237,0,,expansion,1778846440.545115
剪切板,5,True,23,182,0,,expansion,1778846273.999775
剪贴板,5,True,21,193,0,,expansion,1778846273.9997718
剪贴板历史,5,True,9,47,0,,expansion,1778846273.999778
剪贴板管理,5,True,15,81,0,,expansion,1778846273.9997811
剪辑软件,5,True,76,201,0,,expansion,1778847038.348624
副业,5,True,53,239,0,,expansion,1778849092.016361
副业赚钱,5,True,32,110,0,,expansion,1778849092.016377
加油,5,True,65,184,0,,expansion,1778847658.124337
动作,5,True,67,185,0,,expansion,1778848075.996879
动图制作,5,True,70,211,0,,expansion,1778846984.480205
动态PPT,5,True,48,221,0,,expansion,1778849076.199836
动态贴纸,5,True,43,214,0,,expansion,1778846984.4801228
动漫壁纸,5,True,53,179,0,,expansion,1778848532.3347049
动车,5,True,79,215,0,,expansion,1778847618.650712
助眠白噪音,5,True,47,222,0,,expansion,1778847116.158871
助眠音乐,5,True,46,221,0,,expansion,1778847116.158866
化妆教程,5,True,59,191,0,,expansion,1778848735.81438
区块链,5,True,44,163,0,,expansion,1778847370.876812
医师资格,5,True,42,192,0,,expansion,1778848735.814451
医疗险,5,True,47,38,0,,expansion,1778848830.4487429
医院,5,True,63,177,0,,expansion,1778847284.312671
十六进制,5,True,23,97,0,,expansion,1778846764.2190819
协作文档,5,True,59,183,0,,expansion,1778847928.8498182
协作笔记,5,True,55,199,0,,expansion,1778846194.293428
单词记忆,5,True,70,229,0,,expansion,1778846482.667786
单词速记,5,True,72,209,0,,expansion,1778846482.6677902
卡巴斯基,5,True,51,162,0,,expansion,1778847988.3147461
卡片便签,5,True,36,83,0,,expansion,1778846169.81689
卡片笔记,5,True,47,217,0,,expansion,1778846215.32881
卡片背单词,5,True,47,153,0,,expansion,1778848563.486437
卡路里查询,5,True,43,228,0,,expansion,1778847219.000928
卡路里计算,5,True,60,220,0,,expansion,1778847219.0009239
卫星地图,5,True,71,205,0,,expansion,1778847582.281482
压缩包,5,True,60,212,0,,expansion,1778847957.408971
压缩软件,5,True,67,208,0,,expansion,1778847957.408957
原型,5,True,33,137,0,,expansion,1778849037.057017
原型设计,5,True,40,76,0,,expansion,1778849037.05702
去广告版,5,True,40,36,0,,expansion,1778848431.710151
去水印工具,5,True,54,215,0,,expansion,1778847038.348673
双向链接,5,True,8,7,0,,expansion,1778846215.328814
发票管理,5,True,17,226,0,,expansion,1778847397.9848251
发音,5,True,58,225,0,,expansion,1778846533.537348
口碑,5,True,83,177,0,,expansion,1778847828.9070349
口罩地图,5,True,19,7,0,,expansion,1778847658.124314
口音,5,True,40,71,0,,expansion,1778846533.537345
古汉语词典,5,True,54,210,0,,expansion,1778846440.545109
古诗词,5,True,65,183,0,,expansion,1778848619.4844642
古风,5,True,69,194,0,,expansion,1778848532.334709
可爱贴纸,5,True,61,226,0,,expansion,1778846943.622837
台式机,5,True,31,19,0,,expansion,1778848771.074668
号码归属,5,True,33,40,0,,expansion,1778848677.323085
司法考试,5,True,50,194,0,,expansion,1778848771.0746481
吃药,5,True,56,236,0,,expansion,1778847312.374177
吃药提醒,5,True,52,226,0,,expansion,1778847312.374182
同步便签,5,True,34,66,0,,expansion,1778846194.293426
同步笔记,5,True,65,229,0,,expansion,1778846194.2934248
名片制作,5,True,47,207,0,,expansion,1778848107.197381
名片设计,5,True,52,213,0,,expansion,1778848107.1973782
听书神器,5,True,74,208,0,,expansion,1778847116.158856
听歌,5,True,90,217,0,,expansion,1778847075.7677162
听歌识曲,5,True,62,170,0,,expansion,1778847075.767721
听课笔记,5,True,69,233,0,,expansion,1778846247.637871
启动台,5,True,52,95,0,,expansion,1778848202.175804
周公解梦,5,True,36,180,0,,expansion,1778848705.3910668
周计划,5,True,63,222,0,,expansion,1778846296.9262028
命令行,5,True,34,200,0,,expansion,1778848921.992904
命格,5,True,56,221,0,,expansion,1778848705.391136
命盘,5,True,62,215,0,,expansion,1778848705.391139
唐诗,5,True,60,189,0,,expansion,1778848619.4844658
喝水提醒,5,True,65,226,0,,expansion,1778847252.580736
噪声计,5,True,21,99,0,,expansion,1778846902.114392
四级,5,True,76,229,0,,expansion,1778846574.241496
四象限,5,True,58,164,0,,expansion,1778846366.106057
团购,5,True,72,193,0,,expansion,1778847828.907042
团购app,5,True,66,214,0,,expansion,1778847828.9070468
团队便签,5,True,35,11,0,,expansion,1778846194.293431
团队协作,5,True,48,205,0,,expansion,1778847928.849816
团队笔记,5,True,54,47,0,,expansion,1778846194.293427
国产车,5,True,52,3,0,,expansion,1778848798.408448
国内版,5,True,31,46,0,,expansion,1778848404.930169
国际新闻,5,True,57,141,0,,expansion,1778847733.058155
国际机票,5,True,68,139,0,,expansion,1778848857.444818
国际版,5,True,73,155,0,,expansion,1778848404.930172
国际航班,5,True,74,177,0,,expansion,1778848857.44482
国风,5,True,66,217,0,,expansion,1778848532.3347142
图层,5,True,61,222,0,,expansion,1778849011.6595001
图层编辑,5,True,53,51,0,,expansion,1778849011.6595042
图床,5,True,23,214,0,,expansion,1778848951.280808
图床上传,5,True,15,4,0,,expansion,1778848951.280811
图标主题,5,True,62,211,0,,expansion,1778846847.997477
图片拼图,5,True,59,190,0,,expansion,1778846984.48016
图片搜索,5,True,60,205,0,,expansion,1778848589.385083
图片识别,5,True,67,224,0,,expansion,1778846801.677326
圆通,5,True,49,231,0,,expansion,1778847860.327142
在家赚钱,5,True,45,233,0,,expansion,1778849092.016385
在线作图,5,True,26,6,0,,expansion,1778848107.1973839
在线协作,5,True,49,190,0,,expansion,1778847928.849813
在线字典,5,True,57,235,0,,expansion,1778846440.545092
在线文档,5,True,66,193,0,,expansion,1778847928.849801
在线文档协作,5,True,39,44,0,,expansion,1778849037.056996
在线流程图,5,True,30,5,0,,expansion,1778849037.057012
在线笔记,5,True,55,128,0,,expansion,1778846194.2934241
在线签名,5,True,38,210,0,,expansion,1778849037.056979
在线签字,5,True,31,69,0,,expansion,1778847957.408979
在线表格,5,True,72,197,0,,expansion,1778849037.056993
在线设计,5,True,52,169,0,,expansion,1778848107.197388
在线问诊,5,True,61,173,0,,expansion,1778847284.312659
地图app,5,True,66,217,0,,expansion,1778847549.2549498
地图导航,5,True,73,205,0,,expansion,1778847549.254959
地图离线,5,True,52,217,0,,expansion,1778847658.124306
地铁查询,5,True,65,195,0,,expansion,1778847582.281499
地铁线路,5,True,53,197,0,,expansion,1778847582.281505
地铁线路图,5,True,51,227,0,,expansion,1778847582.2815082
地震警报,5,True,45,181,0,,expansion,1778846943.622665
基金app,5,True,65,246,0,,expansion,1778847339.676333
基金从业,5,True,36,92,0,,expansion,1778848735.814443
基金净值,5,True,54,234,0,,expansion,1778847370.876846
基金定投,5,True,50,236,0,,expansion,1778847339.676342
基金行情,5,True,65,226,0,,expansion,1778847339.676337
基金诊断,5,True,52,231,0,,expansion,1778847370.876853
塔罗,5,True,60,159,0,,expansion,1778848253.255122
塔罗占卜,5,True,54,211,0,,expansion,1778848279.209783
增值税,5,True,34,92,0,,expansion,1778847397.984832
墨刀,5,True,41,236,0,,expansion,1778849076.1997828
壁纸4K,5,True,65,223,0,,expansion,1778848487.2326021
壁纸切换,5,True,79,221,0,,expansion,1778848202.175796
壁纸大全,5,True,80,191,0,,expansion,1778846847.997461
壁纸高清,5,True,69,215,0,,expansion,1778848487.232598
声级计,5,True,15,216,0,,expansion,1778846902.1143968
备忘软件,5,True,67,215,0,,expansion,1778846194.2934191
复制粘贴,5,True,38,170,0,,expansion,1778848202.175807
复读,5,True,21,171,0,,expansion,1778846533.537353
复读机,5,True,21,166,0,,expansion,1778846533.5373561
外卖app,5,True,63,239,0,,expansion,1778847828.9070258
外币,5,True,46,195,0,,expansion,1778848857.444813
外语启蒙,5,True,33,60,0,,expansion,1778848305.075567
多端同步,5,True,19,59,0,,expansion,1778848404.930204
多设备同步,5,True,19,45,0,,expansion,1778848404.930202
夜跑,5,True,57,189,0,,expansion,1778847186.962349
天气app,5,True,72,193,0,,expansion,1778847686.623195
天翼云盘,5,True,58,174,0,,expansion,1778847897.139599
好物推荐,5,True,72,230,0,,expansion,1778848895.509957
好用的便签,5,True,50,121,0,,expansion,1778848360.0497339
好用的待办,5,True,57,188,0,,expansion,1778848360.049742
好用的笔记,5,True,35,53,0,,expansion,1778848360.049738
好看,5,True,73,201,0,,expansion,1778848253.255096
好看的便签,5,True,20,8,0,,expansion,1778848487.232567
好看的桌面,5,True,43,24,0,,expansion,1778848487.232574
好看的笔记,5,True,5,3,0,,expansion,1778848487.232571
婚恋,5,True,72,168,0,,expansion,1778848589.385144
婚礼倒计时,5,True,65,218,0,,expansion,1778848619.484437
婚礼请柬,5,True,45,107,0,,expansion,1778848305.075593
孕产护理,5,True,15,10,0,,expansion,1778848735.814396
孕产期计算,5,True,5,2,0,,expansion,1778848619.48444
孕妇,5,True,81,173,0,,expansion,1778847252.580725
孕妈,5,True,73,208,0,,expansion,1778848305.075597
字体大全,5,True,65,218,0,,expansion,1778846847.997452
字体安装,5,True,66,220,0,,expansion,1778846847.9974499
字体管家,5,True,68,213,0,,expansion,1778846847.997447
字帖,5,True,61,176,0,,expansion,1778848651.8809888
字幕制作,5,True,62,219,0,,expansion,1778847038.348654
字幕生成,5,True,11,205,0,,expansion,1778848563.486453
学习伙伴,5,True,59,128,0,,expansion,1778848589.385134
学习神器,5,True,73,233,0,,expansion,1778848532.334653
学习计划制定,5,True,54,212,0,,expansion,1778848589.385138
学伴,5,True,37,224,0,,expansion,1778848589.385129
学德语,5,True,65,222,0,,expansion,1778846482.66783
学法语,5,True,66,223,0,,expansion,1778846482.667825
学穿搭,5,True,56,215,0,,expansion,1778848705.391167
学西语,5,True,61,202,0,,expansion,1778846533.5373068
学车技巧,5,True,66,207,0,,expansion,1778848735.814402
孩子日记,5,True,51,86,0,,expansion,1778848563.486392
宋词,5,True,52,168,0,,expansion,1778848619.484469
宝宝成长,5,True,73,186,0,,expansion,1778848619.484452
宝宝照片,5,True,57,210,0,,expansion,1778848563.4863732
宝宝相册,5,True,56,190,0,,expansion,1778848532.334718
实时路况,5,True,23,84,0,,expansion,1778847582.281485
实用技巧,5,True,15,33,0,,expansion,1778848457.4617422
宠物日记,5,True,49,205,0,,expansion,1778848563.4863958
家务,5,True,11,201,0,,expansion,1778848305.075604
家务分配,5,True,5,10,0,,expansion,1778848305.0756092
家务清单,5,True,32,84,0,,expansion,1778848305.075606
家居好物,5,True,44,70,0,,expansion,1778848895.509954
家庭预算,5,True,47,218,0,,expansion,1778847312.3742368
家政,5,True,70,198,0,,expansion,1778848830.448801
密码本,5,True,46,203,0,,expansion,1778846764.219095
密码生成器,5,True,17,194,0,,expansion,1778846764.219092
密码管家,5,True,39,200,0,,expansion,1778846764.2190888
密码管理,5,True,44,207,0,,expansion,1778846764.2190871
富文本,5,True,35,91,0,,expansion,1778846215.328773
导航app,5,True,72,220,0,,expansion,1778847549.254956
寿险,5,True,46,86,0,,expansion,1778848830.448749
封面,5,True,63,222,0,,expansion,1778848107.1973681
射击,5,True,84,175,0,,expansion,1778848075.996875
小冰,5,True,44,227,0,,expansion,1778848165.520001
小升初,5,True,49,152,0,,expansion,1778846614.873017
小学课本,5,True,66,212,0,,expansion,1778848619.4844558
小猫浏览器,5,True,61,62,0,,expansion,1778847429.870091
小说app,5,True,84,210,0,,expansion,1778847764.1062882
小说听,5,True,85,172,0,,expansion,1778847116.158863
小说阅读,5,True,72,175,0,,expansion,1778847764.1062841
尤克,5,True,55,230,0,,expansion,1778847153.116886
尤克里里,5,True,56,224,0,,expansion,1778847153.116883
局域网,5,True,47,192,0,,expansion,1778847490.5751832
屏幕保护,5,True,68,229,0,,expansion,1778848229.708849
屏幕保护程序,5,True,17,31,0,,expansion,1778848229.708854
屏幕录像,5,True,52,227,0,,expansion,1778847038.348646
屏幕截图,5,True,55,211,0,,expansion,1778846801.677377
工作清单,5,True,71,239,0,,expansion,1778846322.847938
工作神器,5,True,45,205,0,,expansion,1778848532.3346481
工程师工具,5,True,34,183,0,,expansion,1778848921.992865
工程计算器,5,True,52,226,0,,expansion,1778846723.764481
年计划,5,True,68,231,0,,expansion,1778846296.926208
广告屏蔽,5,True,40,192,0,,expansion,1778847454.886275
广播,5,True,75,180,0,,expansion,1778847116.158779
应急,5,True,41,175,0,,expansion,1778847312.374201
开支,5,True,73,238,0,,expansion,1778847312.3742552
开销,5,True,70,236,0,,expansion,1778847312.374246
强光手电,5,True,38,64,0,,expansion,1778846902.11436
录像,5,True,66,225,0,,expansion,1778847038.348639
录屏工具,5,True,53,229,0,,expansion,1778846801.677372
录音整理,5,True,36,90,0,,expansion,1778846801.677361
录音机,5,True,65,183,0,,expansion,1778846801.677351
录音翻译,5,True,55,230,0,,expansion,1778848457.461849
彩色便笺,5,True,5,8,0,,expansion,1778846169.8168802
彩色便签,5,True,53,214,0,,expansion,1778846169.816878
彩虹便签,5,True,59,215,0,,expansion,1778846169.816881
待办app排行,5,True,60,1,0,,expansion,1778848487.232557
微信支付,5,True,78,214,0,,expansion,1778847397.984854
微信记录,5,True,44,187,0,,expansion,1778848677.3229241
心得,5,True,64,221,0,,expansion,1778846147.3476899
心理测试题,5,True,40,200,0,,expansion,1778848705.391156
快捷键,5,True,43,131,0,,expansion,1778848202.17581
快捷键大全,5,True,68,2,0,,expansion,1778848229.708815
快狗,5,True,66,226,0,,expansion,1778848830.4487958
快记,5,True,45,222,0,,expansion,1778846147.347685
快递,5,True,62,189,0,,expansion,1778847860.327119
快递查询,5,True,48,202,0,,expansion,1778847860.327125
快速入门,5,True,46,164,0,,expansion,1778848457.46173
急救,5,True,9,159,0,,expansion,1778847312.374187
急救知识,5,True,36,159,0,,expansion,1778847312.374194
性格测试,5,True,48,206,0,,expansion,1778848705.39116
悬浮便签,5,True,34,13,0,,expansion,1778846147.347702
悬浮窗,5,True,41,216,0,,expansion,1778846169.816874
悬浮记事,5,True,41,60,0,,expansion,1778846169.816876
情侣日记,5,True,70,230,0,,expansion,1778848305.0755782
情侣空间,5,True,78,201,0,,expansion,1778848305.075583
想法,5,True,51,199,0,,expansion,1778846215.328794
意外险,5,True,37,35,0,,expansion,1778848798.408472
感悟,5,True,44,121,0,,expansion,1778846147.347691
成语接龙,5,True,61,205,0,,expansion,1778848619.484478
成语词典,5,True,57,207,0,,expansion,1778846440.545105
我的文件,5,True,53,218,0,,expansion,1778847897.139468
戒糖,5,True,61,243,0,,expansion,1778847284.312611
房产中介,5,True,73,182,0,,expansion,1778848895.5098639
房贷,5,True,58,186,0,,expansion,1778848895.5098891
房贷计算,5,True,57,195,0,,expansion,1778848895.509892
手机加速,5,True,65,216,0,,expansion,1778847988.314801
手游,5,True,87,227,0,,expansion,1778848017.888284
手电筒,5,True,45,137,0,,expansion,1778846902.114343
手表,5,True,58,204,0,,expansion,1778848532.334691
打卡上下班,5,True,21,31,0,,expansion,1778848563.486408
打卡景点,5,True,19,136,0,,expansion,1778848857.4447858
执业医师,5,True,47,178,0,,expansion,1778848735.814454
执业药师,5,True,49,200,0,,expansion,1778848771.0746372
扫描pdf,5,True,65,226,0,,expansion,1778846984.4801862
扫描全能,5,True,72,217,0,,expansion,1778846984.480182
找优惠,5,True,55,208,0,,expansion,1778847828.9069781
技巧,5,True,46,143,0,,expansion,1778848457.4617379
投资者,5,True,38,79,0,,expansion,1778848589.385122
护士资格证,5,True,40,175,0,,expansion,1778846654.65457
护照,5,True,48,213,0,,expansion,1778848857.444802
护眼,5,True,42,236,0,,expansion,1778847284.312615
护眼屏,5,True,35,199,0,,expansion,1778847284.3126268
护眼模式,5,True,35,186,0,,expansion,1778847284.312619
护肤品,5,True,65,174,0,,expansion,1778848735.814385
报税,5,True,38,122,0,,expansion,1778847397.9848142
拉勾,5,True,71,105,0,,expansion,1778848305.075546
拍照搜题,5,True,83,197,0,,expansion,1778846801.677331
拍照景点,5,True,21,36,0,,expansion,1778848857.444791
招财,5,True,43,216,0,,expansion,1778848705.391129
拨号,5,True,41,123,0,,expansion,1778848677.322954
拼团,5,True,80,225,0,,expansion,1778847828.907052
拼图相机,5,True,73,198,0,,expansion,1778846984.480154
拼车,5,True,76,215,0,,expansion,1778847582.281527
拼音输入,5,True,63,191,0,,expansion,1778848651.881034
排版工具,5,True,53,224,0,,expansion,1778849011.659511
推箱子,5,True,36,121,0,,expansion,1778848043.4931788
提醒app,5,True,75,235,0,,expansion,1778846343.233563
提醒事项,5,True,64,225,0,,expansion,1778836129.8375309
提醒器,5,True,50,226,0,,expansion,1778846343.23356
提醒小助手,5,True,56,216,0,,expansion,1778846343.2335622
搜索引擎,5,True,78,188,0,,expansion,1778835649.126248
搬家公司,5,True,51,217,0,,expansion,1778848830.44879
播客app,5,True,66,190,0,,expansion,1778847116.158816
支持中文,5,True,43,69,0,,expansion,1778848431.710173
效率技巧,5,True,41,125,0,,expansion,1778848457.461746
效率神器,5,True,49,225,0,,expansion,1778848532.3346372
教师证,5,True,54,198,0,,expansion,1778848735.814431
教师资格,5,True,49,205,0,,expansion,1778848735.8144262
教师资格证,5,True,54,182,0,,expansion,1778846654.654567
教程,5,True,62,179,0,,expansion,1778848431.710179
数字健康,5,True,17,200,0,,expansion,1778847988.314806
数字手帐,5,True,33,36,0,,expansion,1778849011.6594958
数字游民,5,True,19,36,0,,expansion,1778849092.016393
数据可视化,5,True,23,160,0,,expansion,1778849076.19981
数据备份,5,True,58,221,0,,expansion,1778847988.3148139
数据透视表,5,True,12,3,0,,expansion,1778849076.199821
数独游戏,5,True,62,191,0,,expansion,1778848043.493129
文件互传,5,True,53,210,0,,expansion,1778847897.139584
文件传输,5,True,54,197,0,,expansion,1778847490.575181
文件共享,5,True,53,221,0,,expansion,1778847897.139588
新三板,5,True,28,15,0,,expansion,1778847370.876842
新手指南,5,True,42,138,0,,expansion,1778848457.461735
新能源车,5,True,58,209,0,,expansion,1778848798.4084501
新闻app,5,True,74,218,0,,expansion,1778847733.058105
方言,5,True,41,185,0,,expansion,1778846533.537337
旅行笔记,5,True,62,222,0,,expansion,1778846247.637868
无广告,5,True,55,207,0,,expansion,1778848253.255088
无广告体验,5,True,7,30,0,,expansion,1778848431.710156
无损音乐,5,True,72,208,0,,expansion,1778847075.767738
无痕浏览,5,True,58,206,0,,expansion,1778847454.886255
无需注册,5,True,21,43,0,,expansion,1778848431.710141
无需登录,5,True,19,34,0,,expansion,1778848431.710144
日中翻译,5,True,71,231,0,,expansion,1778846398.6081011
日历app,5,True,67,222,0,,expansion,1778846366.1060102
日历同步,5,True,45,184,0,,expansion,1778848431.710127
日语N1,5,True,54,212,0,,expansion,1778846482.6678028
日语N2,5,True,52,217,0,,expansion,1778846482.667806
日语N3,5,True,47,219,0,,expansion,1778846482.667809
时区,5,True,35,169,0,,expansion,1778846764.219058
时区换算,5,True,38,111,0,,expansion,1778846764.219049
时尚穿搭,5,True,50,213,0,,expansion,1778848735.814365
时辰,5,True,38,171,0,,expansion,1778848677.323103
时速表,5,True,41,135,0,,expansion,1778846902.114412
时间盒子,5,True,59,234,0,,expansion,1778846322.847968
时间统计,5,True,54,225,0,,expansion,1778846322.8479722
星座配对,5,True,45,202,0,,expansion,1778848705.3911521
景区,5,True,64,199,0,,expansion,1778847618.6507552
景点门票,5,True,79,157,0,,expansion,1778847658.1242628
智力测试,5,True,33,144,0,,expansion,1778846654.6545951
智能助手,5,True,61,231,0,,expansion,1778848165.519995
智能音箱,5,True,62,180,0,,expansion,1778848165.520006
月度预算,5,True,9,65,0,,expansion,1778847312.374241
月计划,5,True,62,227,0,,expansion,1778846296.926205
有声书,5,True,78,97,0,,expansion,1778847116.1588428
未来天气,5,True,64,217,0,,expansion,1778847686.623203
本地保存,5,True,15,49,0,,expansion,1778848431.7101388
本地存储,5,True,32,191,0,,expansion,1778848431.7101362
本地生活,5,True,57,226,0,,expansion,1778847860.327101
机票预订,5,True,85,196,0,,expansion,1778847618.650719
杀毒,5,True,64,121,0,,expansion,1778847957.408988
杀毒软件,5,True,61,106,0,,expansion,1778847957.408993
条形码生成,5,True,23,221,0,,expansion,1778848980.078482
条码识别,5,True,37,214,0,,expansion,1778846801.677343
来电,5,True,68,173,0,,expansion,1778848677.323078
极简便签,5,True,14,9,0,,expansion,1778848360.0497558
极简天气,5,True,55,203,0,,expansion,1778848360.0497751
极简日历,5,True,61,227,0,,expansion,1778848360.0497658
极简时钟,5,True,57,212,0,,expansion,1778848360.049771
极简笔记,5,True,45,223,0,,expansion,1778848360.049758
查吉日,5,True,43,32,0,,expansion,1778848705.391061
查快递,5,True,51,219,0,,expansion,1778847860.327127
标尺,5,True,37,211,0,,expansion,1778846847.997482
样式,5,True,63,167,0,,expansion,1778849011.659513
桌面to-do,5,True,58,147,0,,expansion,1778846247.6378791
桌面todo,5,True,50,103,0,,expansion,1778846247.63788
桌面便利贴,5,True,43,209,0,,expansion,1778846147.3476968
桌面便笺,5,True,51,139,0,,expansion,1778846147.347696
桌面助手,5,True,75,225,0,,expansion,1778848404.930179
桌面壁纸,5,True,84,229,0,,expansion,1778846847.997472
桌面备忘,5,True,57,225,0,,expansion,1778846147.347699
桌面工具,5,True,69,229,0,,expansion,1778848404.930176
桌面整理,5,True,74,230,0,,expansion,1778848202.175793
桌面整理工具,5,True,54,64,0,,expansion,1778848202.1757948
桌面游戏,5,True,71,187,0,,expansion,1778848075.9969049
桌面笔记,5,True,60,230,0,,expansion,1778846169.816885
桌面记事,5,True,59,223,0,,expansion,1778846147.347698
桌面记事本,5,True,58,224,0,,expansion,1778846247.637878
桌面贴,5,True,41,94,0,,expansion,1778846147.3476999
桌面贴纸,5,True,52,218,0,,expansion,1778846169.816889
梦境记录,5,True,23,186,0,,expansion,1778848705.391077
梯子工具,5,True,38,88,0,,expansion,1778848980.0785122
棋牌,5,True,64,189,0,,expansion,1778848075.996897
森林声,5,True,41,59,0,,expansion,1778847153.11686
歇后语,5,True,21,44,0,,expansion,1778848651.880976
歌词显示,5,True,9,17,0,,expansion,1778848457.4618392
歌词海报,5,True,54,216,0,,expansion,1778848457.4618409
正则表达式,5,True,7,15,0,,expansion,1778848921.992908
正计时,5,True,60,229,0,,expansion,1778846343.233564
母婴用品,5,True,51,213,0,,expansion,1778848735.8143911
比价工具,5,True,21,188,0,,expansion,1778847799.7082
比特币,5,True,47,116,0,,expansion,1778847370.876798
毛笔,5,True,55,132,0,,expansion,1778848651.881006
毛笔字,5,True,54,78,0,,expansion,1778848651.881001
民宿app,5,True,78,202,0,,expansion,1778848895.5098329
永久会员,5,True,38,196,0,,expansion,1778848431.710161
永久免费,5,True,47,67,0,,expansion,1778848431.710158
求职信,5,True,62,173,0,,expansion,1778849092.01635
汉化,5,True,41,111,0,,expansion,1778848253.255111
汉化版,5,True,49,60,0,,expansion,1778848431.710177
汉字字帖,5,True,51,78,0,,expansion,1778848651.881026
汉字笔顺,5,True,50,220,0,,expansion,1778848651.881023
汉服,5,True,17,197,0,,expansion,1778848532.334712
汉英词典,5,True,55,213,0,,expansion,1778846440.545085
汉语词典,5,True,57,209,0,,expansion,1778846440.5451021
汽车之家二手,5,True,72,178,0,,expansion,1778848798.408457
汽车保养,5,True,49,175,0,,expansion,1778848279.2098172
法考,5,True,48,188,0,,expansion,1778848771.074652
测算,5,True,62,213,0,,expansion,1778848705.391142
浏览器app,5,True,73,222,0,,expansion,1778847429.870016
浏览器扩展,5,True,56,104,0,,expansion,1778848980.0785222
海关,5,True,13,65,0,,expansion,1778848857.444808
海外版,5,True,66,172,0,,expansion,1778848404.9301739
海报模板,5,True,57,198,0,,expansion,1778848487.232595
海报设计,5,True,60,200,0,,expansion,1778848107.19736
